"origin","destination","storing","cause","date","dur_hours","dur_minutes"
"Heerlen","Stolberg Altstadt","Treinstoring Kerkrade C-Heerlen  (sein- en overwegstoring)",NA,2012-03-20 19:20:00,"1","10"
"Hoek van Holland Strand","Rotterdam Centraal","Treinstoring Rotterdam C-Hoek v H Strand","eerdere verstoring",2012-03-20 07:34:00,"1","34"
"Den Haag HS","Rotterdam Centraal","Treinstoring Den Haag HS-Rotterdam C","aanrijding met een persoon",2012-03-20 04:40:00,"4","2"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Utrecht Centraal-Lelystad C","aanrijding met een persoon",2012-03-19 23:04:00,"1","30"
"Hilversum","Utrecht Centraal","Treinstoring Utrecht Centraal-Lelystad C","aanrijding met een persoon",2012-03-19 23:04:00,"1","30"
"Amersfoort","Amsterdam Centraal","Treinstoring Amersfoort-Amsterdam C","aanrijding met een persoon",2012-03-19 22:16:00,"2","18"
"Maastricht","Sittard","Treinstoring Sittard-Maastricht","beperkingen op last van de brandweer",2012-03-19 14:28:00,"1","24"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol-Amsterdam C/Hilversum/Lelystad C/Utrecht Centraal","wisselstoring",2012-03-19 10:04:00,"1","16"
"Lelystad Centrum","Schiphol Airport","Treinstoring Schiphol-Amsterdam C/Hilversum/Lelystad C/Utrecht Centraal","wisselstoring",2012-03-19 10:04:00,"1","16"
"Schiphol Airport","Utrecht Centraal","Treinstoring Schiphol-Amsterdam C/Hilversum/Lelystad C/Utrecht Centraal","wisselstoring",2012-03-19 10:04:00,"1","16"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C-Schiphol","wisselstoring",2012-03-19 10:00:00,"2","12"
"Leiden Centraal","Schiphol Airport","Treinstoring Amsterdam C-Schiphol","wisselstoring",2012-03-19 10:00:00,"2","12"
"Amersfoort","Apeldoorn","Treinstoring Amersfoort-Deventer","brandmelding",2012-03-19 06:18:00,"1","26"
"Apeldoorn","Deventer","Treinstoring Amersfoort-Deventer","brandmelding",2012-03-19 06:18:00,"1","26"
"Amersfoort","Ede-Wageningen","Treinstoring Ede-Wageningen-Amersfoort","brandmelding",2012-03-19 06:16:00,"1","28"
"Harlingen Haven","Leeuwarden","Treinstoring Harlingen-Leeuwarden","uitloop van werkzaamheden",2012-03-19 04:54:00,"1","8"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Alphen a/d Rijn/Amsterdam C/Den Haag C/Rotterdam C","gestrande trein",2012-03-18 18:44:00,"0","20"
"Leiden Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Alphen a/d Rijn/Amsterdam C/Den Haag C/Rotterdam C","gestrande trein",2012-03-18 18:44:00,"0","20"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Alphen a/d Rijn/Amsterdam C/Den Haag C/Rotterdam C","gestrande trein",2012-03-18 18:44:00,"0","20"
"Alphen a/d Rijn","Gouda","Treinstoring Gouda-Alphen a/d Rijn  (sein- en overwegstoring)",NA,2012-03-18 09:06:00,"3","4"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Lelystad C-Amsterdam C/Hilversum/Schiphol","aanrijding met een persoon",2012-03-17 20:12:00,"3","24"
"Lelystad Centrum","Schiphol Airport","Treinstoring Lelystad C-Amsterdam C/Hilversum/Schiphol","aanrijding met een persoon",2012-03-17 20:12:00,"3","24"
"Almelo","Hengelo","Treinstoring Hengelo-Deventer","seinstoring",2012-03-17 10:00:00,"4","32"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Rotterdam C","defecte trein",2012-03-17 09:44:00,"0","42"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Schiphol","versperring",2012-03-17 00:50:00,"4","42"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol","versperring",2012-03-17 00:50:00,"4","42"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Schiphol","versperring",2012-03-17 00:50:00,"4","42"
"Leiden Centraal","Schiphol Airport","Treinstoring Schiphol","versperring",2012-03-17 00:50:00,"4","42"
"Lelystad Centrum","Schiphol Airport","Treinstoring Schiphol","versperring",2012-03-17 00:50:00,"4","42"
"Schiphol Airport","Utrecht Centraal","Treinstoring Schiphol","versperring",2012-03-17 00:50:00,"4","42"
"Schiphol Airport","Zaandam","Treinstoring Schiphol","versperring",2012-03-17 00:50:00,"4","42"
"Lelystad Centrum","Schiphol Airport","Treinstoring Schiphol-Lelystad C","defecte trein",2012-03-16 10:12:00,"2","24"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Hilversum-Lelystad C","defecte trein",2012-03-16 10:10:00,"2","26"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Lelystad C-Amsterdam C","defecte trein",2012-03-16 09:54:00,"2","40"
"'s-Hertogenbosch","Nijmegen","Treinstoring 's-Hertogenbosch-Nijmegen","wisselstoring",2012-03-15 21:06:00,"1","58"
"Alkmaar","Amsterdam Centraal","Treinstoring Amsterdam C-Alkmaar/Uitgeest","seinstoring",2012-03-15 20:36:00,"1","26"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring Utrecht Centraal-'s-Hertogenbosch/Tiel","aanrijding",2012-03-15 20:04:00,"0","54"
"Tiel","Utrecht Centraal","Treinstoring Utrecht Centraal-'s-Hertogenbosch/Tiel","aanrijding",2012-03-15 20:04:00,"0","54"
"Amersfoort","Utrecht Centraal","Treinstoring Amersfoort-Utrecht Centraal","aanrijding met een persoon",2012-03-15 19:50:00,"2","16"
"'s-Hertogenbosch","Nijmegen","Treinstoring Nijmegen-'s-Hertogenbosch","aanrijding met een persoon",2012-03-15 12:36:00,"2","28"
"Dordrecht","Geldermalsen","Treinstoring Geldermalsen-Dordrecht  (sein- en overwegstoring)",NA,2012-03-15 12:26:00,"18","0"
"Dordrecht","Geldermalsen","Treinstoring Geldermalsen-Dordrecht","seinstoring",2012-03-15 05:30:00,"6","32"
"Dordrecht","Geldermalsen","Treinstoring Geldermalsen-Dordrecht","seinstoring",2012-03-14 16:32:00,"3","32"
"Eindhoven","Venlo","Treinstoring Eindhoven-Venlo  (sein- en overwegstoring)",NA,2012-03-14 11:36:00,"0","10"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Amsterdam C-Rotterdam C, Utrecht Centraal-Amsterdam C/Den Haag C/Rotterdam C","wisselstoring",2012-03-14 06:08:00,"1","0"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Amsterdam C-Rotterdam C, Utrecht Centraal-Amsterdam C/Den Haag C/Rotterdam C","wisselstoring",2012-03-14 06:08:00,"1","0"
"Delfzijl","Groningen","Treinstoring Groningen-Delfzijl/Roodeschool","aanrijding met een persoon",2012-03-13 13:14:00,"1","20"
"Groningen","Roodeschool","Treinstoring Groningen-Delfzijl/Roodeschool","aanrijding met een persoon",2012-03-13 13:14:00,"1","20"
"Groningen","Leeuwarden","Treinstoring Leeuwarden-Groningen","aanrijding met een persoon",2012-03-13 13:14:00,"1","22"
"Emmen","Zwolle","Treinstoring Zwolle-Emmen","wisselstoring",2012-03-13 13:04:00,"2","2"
"Alkmaar","Amsterdam Centraal","Treinstoring Amsterdam C-Alkmaar/Uitgeest","defecte bovenleiding",2012-03-13 12:30:00,"3","38"
"Roosendaal","Vlissingen","Treinstoring Vlissingen-Roosendaal","aanrijding",2012-03-12 22:08:00,"0","14"
"Haarlem","Leiden Centraal","Treinstoring Leiden Centraal-Haarlem","aanrijding met een persoon",2012-03-12 18:30:00,"2","36"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Amsterdam C","aanrijding met een persoon",2012-03-12 15:00:00,"2","34"
"Amsterdam Centraal","Woerden","Treinstoring Utrecht Centraal-Amsterdam C","aanrijding met een persoon",2012-03-12 15:00:00,"2","34"
"Dordrecht","Geldermalsen","Treinstoring Geldermalsen-Dordrecht","defecte spoorbrug",2012-03-12 14:16:00,"1","46"
"Apeldoorn","Zutphen","Treinstoring Zutphen-Arnhem","stroomstoring",2012-03-12 11:18:00,"1","16"
"Arnhem","Zutphen","Treinstoring Arnhem-Zutphen","stroomstoring",2012-03-12 11:18:00,"1","16"
"Breda","Tilburg","Treinstoring Breda-Tilburg","aanrijding met een persoon",2012-03-12 10:42:00,"3","10"
"Tiel","Utrecht Centraal","Treinstoring Tiel-Utrecht Centraal","uitloop van werkzaamheden",2012-03-12 05:48:00,"4","30"
"'s-Hertogenbosch","Eindhoven","Treinstoring Eindhoven-Schiphol","uitloop van werkzaamheden",2012-03-12 05:44:00,"6","6"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring Eindhoven-Schiphol","uitloop van werkzaamheden",2012-03-12 05:44:00,"6","6"
"Schiphol Airport","Utrecht Centraal","Treinstoring Eindhoven-Schiphol","uitloop van werkzaamheden",2012-03-12 05:44:00,"6","6"
"Tiel","Utrecht Centraal","Treinstoring Utrecht Centraal-Tiel","wisselstoring",2012-03-11 16:12:00,"3","56"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Rotterdam C-Utrecht Centraal","wisselstoring",2012-03-11 15:38:00,"0","2"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Amsterdam C-Rotterdam C, Utrecht Centraal-Den Haag C/Rotterdam C","wisselstoring",2012-03-11 13:24:00,"2","14"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Amsterdam C-Rotterdam C, Utrecht Centraal-Den Haag C/Rotterdam C","wisselstoring",2012-03-11 13:24:00,"2","14"
"Amsterdam Centraal","Haarlem","Treinstoring Den Haag C-Amsterdam C","wisselstoring",2012-03-11 11:58:00,"2","26"
"Den Haag Centraal","Leiden Centraal","Treinstoring Den Haag C-Amsterdam C","wisselstoring",2012-03-11 11:58:00,"2","26"
"Haarlem","Leiden Centraal","Treinstoring Den Haag C-Amsterdam C","wisselstoring",2012-03-11 11:58:00,"2","26"
"Arnhem","Winterswijk","Treinstoring Arnhem-Winterswijk","inzet van hulpdiensten",2012-03-10 16:50:00,"0","50"
"Tiel","Utrecht Centraal","Treinstoring Tiel-Utrecht Centraal","wisselstoring",2012-03-10 06:44:00,"2","0"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring Utrecht Centraal-'s-Hertogenbosch/Tiel","wisselstoring",2012-03-10 06:44:00,"2","0"
"Tiel","Utrecht Centraal","Treinstoring Utrecht Centraal-'s-Hertogenbosch/Tiel","wisselstoring",2012-03-10 06:44:00,"2","0"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Den Haag C-Utrecht Centraal","aanrijding met een persoon",NA,"2","22"
"Breda","Roosendaal","Treinstoring Roosendaal-Breda","aanrijding met een voertuig",NA,"3","14"
"'s-Hertogenbosch","Nijmegen","Treinstoring 's-Hertogenbosch-Nijmegen","wisselstoring",NA,"1","34"
"Arnhem","Winterswijk","Treinstoring Winterswijk-Arnhem","overwegstoring",NA,"6","54"
"Leiden Centraal","Utrecht Centraal","Treinstoring Leiden Centraal-Utrecht Centraal","defecte spoorbrug",NA,"1","12"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Den Haag C-Utrecht Centraal","defecte bovenleiding",NA,"5","32"
"'s-Hertogenbosch","Eindhoven","Treinstoring Eindhoven-Schiphol","wisselstoring",NA,"1","56"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring Eindhoven-Schiphol","wisselstoring",NA,"1","56"
"Schiphol Airport","Utrecht Centraal","Treinstoring Eindhoven-Schiphol","wisselstoring",NA,"1","56"
"'s-Hertogenbosch","Eindhoven","Treinstoring 's-Hertogenbosch-Eindhoven","eerdere verstoring",NA,"2","14"
"'s-Hertogenbosch","Eindhoven","Treinstoring Eindhoven-'s-Hertogenbosch/Tilburg","brandmelding",NA,"2","30"
"Eindhoven","Tilburg","Treinstoring Eindhoven-'s-Hertogenbosch/Tilburg","brandmelding",NA,"2","30"
"Arnhem","Utrecht Centraal","Treinstoring Utrecht Centraal-Arnhem","defecte bovenleiding",NA,"2","42"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C-Schiphol","defecte trein",NA,"1","0"
"Leiden Centraal","Schiphol Airport","Treinstoring Amsterdam C-Schiphol","defecte trein",NA,"1","0"
"Heerlen","Maastricht","Treinstoring Heerlen-Maastricht  (sein- en overwegstoring)",NA,NA,"4","18"
"Heerlen","Maastricht","Treinstoring Maastricht-Heerlen","herstelwerkzaamheden",NA,"11","52"
"Alkmaar","Amsterdam Centraal","Treinstoring Amsterdam C-Alkmaar/Uitgeest","beperkingen op last van de brandweer",NA,"3","22"
"Heerlen","Maastricht","Treinstoring Maastricht-Heerlen","beperkingen op last van de brandweer",NA,"3","2"
"Haarlem","Uitgeest","Treinstoring Alkmaar-Haarlem","defecte trein",NA,"0","20"
"Breda","Roosendaal","Treinstoring Roosendaal-Breda","aanrijding met een persoon",NA,"2","48"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C-Schiphol","defecte trein",NA,"0","40"
"Heerlen","Maastricht","Treinstoring Maastricht-Heerlen","beperkingen op last van de brandweer",NA,"0","30"
"Maastricht","Sittard","Treinstoring Roermond-Maastricht","aanrijding met een persoon",NA,"2","50"
"Eindhoven","Roermond","Treinstoring Eindhoven-Roermond","aanrijding met een persoon",NA,"2","36"
"Schiphol Airport","Utrecht Centraal","Treinstoring Utrecht Centraal-Schiphol","wisselstoring",NA,"1","28"
"Eindhoven","Roermond","Treinstoring Roermond-Eindhoven","koperdiefstal",NA,"2","20"
"Amersfoort","Zwolle","Treinstoring Zwolle-Amersfoort","aanrijding met een persoon",NA,"2","44"
"Breda","Tilburg","Treinstoring Breda-Tilburg","aanrijding met een persoon",NA,"2","46"
"Groningen","Leeuwarden","Treinstoring Groningen-Leeuwarden","defecte spoorbrug",NA,"6","4"
"Arnhem","Zutphen","Treinstoring Arnhem-Zutphen","overwegstoring",NA,"1","20"
"Eindhoven","Roermond","Treinstoring Roermond-Eindhoven","auto op het spoor",2012-02-29 18:36:00,"1","32"
"Arnhem","Zutphen","Treinstoring Zutphen-Arnhem","overwegstoring",2012-02-29 18:02:00,"2","30"
"Eindhoven","Venlo","Treinstoring Venlo-Eindhoven","aanrijding met een persoon",2012-02-29 14:54:00,"3","16"
"'s-Hertogenbosch","Tilburg","Treinstoring Tilburg-'s-Hertogenbosch","defecte trein",2012-02-29 11:54:00,"0","40"
"Enschede","Hengelo","Treinstoring Enschede-Hengelo","aanrijding met een persoon",2012-02-29 11:20:00,"2","28"
"HSLBreda","Rotterdam Centraal","Treinstoring Amsterdam C-Breda","meerdere verstoringen",2012-02-29 09:44:00,"5","8"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C-Breda","meerdere verstoringen",2012-02-29 09:44:00,"5","8"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C-Breda","meerdere verstoringen",2012-02-29 09:44:00,"5","8"
"Roosendaal","Vlissingen","Treinstoring Vlissingen-Roosendaal","aanrijding met een persoon",2012-02-29 09:18:00,"3","40"
"Leiden Centraal","Utrecht Centraal","Treinstoring Leiden Centraal-Utrecht Centraal","defecte spoorbrug",2012-02-29 09:06:00,"0","22"
"Leeuwarden","Zwolle","Treinstoring Zwolle-Leeuwarden","aanrijding met een persoon",2012-02-29 07:20:00,"1","44"
"Amersfoort","Amsterdam Centraal","Treinstoring Amsterdam C-Hilversum/Lelystad C","defecte trein",2012-02-28 11:24:00,"1","8"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Amsterdam C-Hilversum/Lelystad C","defecte trein",2012-02-28 11:24:00,"1","8"
"Den Haag HS","Rotterdam Centraal","Treinstoring Rotterdam C-Den Haag C","brandmelding",2012-02-27 15:38:00,"0","30"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Schiphol-Amsterdam C","wisselstoring",2012-02-27 11:04:00,"1","4"
"Tiel","Utrecht Centraal","Treinstoring Utrecht Centraal-Tiel","defecte trein",2012-02-27 07:08:00,"0","56"
"Eindhoven","Roermond","Treinstoring Roermond-Eindhoven","overwegstoring",2012-02-27 06:32:00,"3","4"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Amsterdam C-Rotterdam C, Gouda-Amsterdam RAI/Weesp, Utrecht Centraal-Amsterdam C/Den Haag C/Rotterdam C","seinstoring",2012-02-27 06:20:00,"0","40"
"Roosendaal","Vlissingen","Treinstoring Vlissingen-Roosendaal","aanrijding met een voertuig",2012-02-26 22:36:00,"3","28"
"'s-Hertogenbosch","Nijmegen","Treinstoring 's-Hertogenbosch-Nijmegen","aanrijding",2012-02-26 22:14:00,"2","26"
"Arnhem","Nijmegen","Treinstoring Arnhem-Nijmegen/Tiel","beperkingen op last van de brandweer",2012-02-26 16:46:00,"0","46"
"Arnhem","Tiel","Treinstoring Arnhem-Nijmegen/Tiel","beperkingen op last van de brandweer",2012-02-26 16:46:00,"0","46"
"Arnhem","Tiel","Treinstoring Arnhem-Tiel","beperkingen op last van de brandweer",2012-02-26 16:46:00,"0","46"
"Leeuwarden","Stavoren","Treinstoring Stavoren-Leeuwarden","aanrijding met een persoon",2012-02-26 09:44:00,"2","52"
"Antwerpen-Centraal","Roosendaal","Treinstoring Antwerpen-Centr-Roosendaal","aanrijding",2012-02-25 17:56:00,"2","6"
"Arnhem","Winterswijk","Treinstoring Arnhem-Winterswijk","wisselstoring",2012-02-25 14:00:00,"2","4"
"Arnhem","Tiel","Treinstoring Tiel-Arnhem","beperkingen op last van de politie",2012-02-24 17:10:00,"1","24"
"Arnhem","Nijmegen","Treinstoring Arnhem-Nijmegen","beperkingen op last van de politie",2012-02-24 17:08:00,"1","26"
"Liège-Guillemins","Maastricht","Treinstoring Maastricht-Liège-Guillemins","boom op het spoor",2012-02-24 09:42:00,"4","20"
"Maastricht","Maastricht Randwyck","Treinstoring Maastricht-Liège-Guillemins","boom op het spoor",2012-02-24 09:42:00,"4","20"
"Emmen","Zwolle","Treinstoring Emmen-Zwolle","seinstoring",2012-02-24 05:30:00,"0","32"
"'s-Hertogenbosch","Nijmegen","Treinstoring Nijmegen-'s-Hertogenbosch","aanrijding",2012-02-23 19:12:00,"1","26"
"Amersfoort","Apeldoorn","Treinstoring Amersfoort-Deventer  (sein- en wisselstoring)",NA,2012-02-23 16:44:00,"1","12"
"Apeldoorn","Deventer","Treinstoring Amersfoort-Deventer  (sein- en wisselstoring)",NA,2012-02-23 16:44:00,"1","12"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Amsterdam C-Rotterdam C/Schiphol/Utrecht Centraal","defecte trein",2012-02-23 14:40:00,"0","2"
NA,NA,"Treinstoring Zwolle-Nijverdal West","defecte trein",2012-02-23 12:30:00,"0","40"
"Den Haag Centraal","Leiden Centraal","Treinstoring Leiden Centraal-Den Haag C/Den Haag HS","gestrande trein",2012-02-23 01:10:00,"0","18"
"Alkmaar","Den Helder","Treinstoring Alkmaar-Den Helder","defecte bovenleiding",2012-02-22 18:10:00,"19","54"
"Den Haag Centraal","Leiden Centraal","Treinstoring Leiden Centraal-Den Haag C/Den Haag HS","defecte bovenleiding",2012-02-22 11:46:00,"2","18"
"Almelo","Deventer","Treinstoring Almelo","beperkingen op last van de politie",2012-02-22 08:54:00,"4","10"
"Almelo","Hengelo","Treinstoring Almelo","beperkingen op last van de politie",2012-02-22 08:54:00,"4","10"
"Almelo","Mariënberg","Treinstoring Almelo","beperkingen op last van de politie",2012-02-22 08:54:00,"4","10"
"Almelo","Zwolle","Treinstoring Almelo","beperkingen op last van de politie",2012-02-22 08:54:00,"4","10"
"Groningen","Zwolle","Treinstoring Zwolle-Groningen/Leeuwarden","auto op het spoor",2012-02-22 06:38:00,"1","32"
"Leeuwarden","Zwolle","Treinstoring Zwolle-Groningen/Leeuwarden","auto op het spoor",2012-02-22 06:38:00,"1","32"
"Roermond","Sittard","Treinstoring Roermond-Sittard","uitloop van werkzaamheden",2012-02-22 05:30:00,"4","32"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Alphen a/d Rijn/Amsterdam C/Den Haag C/Rotterdam C","wisselstoring",2012-02-21 20:26:00,"5","46"
"Leiden Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Alphen a/d Rijn/Amsterdam C/Den Haag C/Rotterdam C","wisselstoring",2012-02-21 20:26:00,"5","46"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Alphen a/d Rijn/Amsterdam C/Den Haag C/Rotterdam C","wisselstoring",2012-02-21 20:26:00,"5","46"
"Delfzijl","Groningen","Treinstoring Groningen-Delfzijl","seinstoring",2012-02-21 19:46:00,"1","20"
"Groningen","Roodeschool","Treinstoring Groningen-Roodeschool","seinstoring",2012-02-21 19:46:00,"1","20"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Rotterdam C","inzet van hulpdiensten",2012-02-21 19:20:00,"0","4"
"'s-Hertogenbosch","Nijmegen","Treinstoring Nijmegen-'s-Hertogenbosch","defecte trein",2012-02-21 18:54:00,"0","40"
"Deventer","Zwolle","Treinstoring Zwolle-Deventer","defecte bovenleiding",2012-02-21 09:56:00,"1","54"
"Amersfoort","Ede-Wageningen","Treinstoring Ede-Wageningen-Amersfoort","uitloop van werkzaamheden",2012-02-21 08:08:00,"0","28"
"Amersfoort","Apeldoorn","Treinstoring Deventer-Amersfoort/Utrecht Centraal","uitloop van werkzaamheden",2012-02-21 06:24:00,"4","36"
"Amersfoort","Utrecht Centraal","Treinstoring Deventer-Amersfoort/Utrecht Centraal","uitloop van werkzaamheden",2012-02-21 06:24:00,"4","36"
"Apeldoorn","Deventer","Treinstoring Deventer-Amersfoort/Utrecht Centraal","uitloop van werkzaamheden",2012-02-21 06:24:00,"4","36"
"Amersfoort","Apeldoorn","Treinstoring Amersfoort-Deventer","wisselstoring",2012-02-20 17:28:00,"1","34"
"Apeldoorn","Deventer","Treinstoring Amersfoort-Deventer","wisselstoring",2012-02-20 17:28:00,"1","34"
"Amersfoort","Ede-Wageningen","Treinstoring Ede-Wageningen-Amersfoort","defect materieel",2012-02-20 17:14:00,"3","2"
"Maastricht","Sittard","Treinstoring Sittard-Maastricht","aanrijding met een persoon",2012-02-20 12:16:00,"2","20"
"Leiden Centraal","Schiphol Airport","Treinstoring Schiphol-Amsterdam C/Leiden Centraal","wisselstoring",2012-02-20 08:52:00,"0","40"
"Apeldoorn","Zutphen","Treinstoring Zutphen-Apeldoorn  (sein- en overwegstoring)",NA,2012-02-19 20:28:00,"1","14"
"HSLBreda","Rotterdam Centraal","Treinstoring Rotterdam C-Dordrecht","seinstoring",2012-02-19 16:34:00,"2","34"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Schiphol","beperkingen op last van de brandweer",2012-02-19 15:44:00,"0","26"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol","beperkingen op last van de brandweer",2012-02-19 15:44:00,"0","26"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Schiphol","beperkingen op last van de brandweer",2012-02-19 15:44:00,"0","26"
"Leiden Centraal","Schiphol Airport","Treinstoring Schiphol","beperkingen op last van de brandweer",2012-02-19 15:44:00,"0","26"
"Lelystad Centrum","Schiphol Airport","Treinstoring Schiphol","beperkingen op last van de brandweer",2012-02-19 15:44:00,"0","26"
"Schiphol Airport","Utrecht Centraal","Treinstoring Schiphol","beperkingen op last van de brandweer",2012-02-19 15:44:00,"0","26"
"Schiphol Airport","Zaandam","Treinstoring Schiphol","beperkingen op last van de brandweer",2012-02-19 15:44:00,"0","26"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Schiphol","beperkingen op last van de brandweer",2012-02-19 08:42:00,"0","12"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol","beperkingen op last van de brandweer",2012-02-19 08:42:00,"0","12"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Schiphol","beperkingen op last van de brandweer",2012-02-19 08:42:00,"0","12"
"Leiden Centraal","Schiphol Airport","Treinstoring Schiphol","beperkingen op last van de brandweer",2012-02-19 08:42:00,"0","12"
"Lelystad Centrum","Schiphol Airport","Treinstoring Schiphol","beperkingen op last van de brandweer",2012-02-19 08:42:00,"0","12"
"Schiphol Airport","Utrecht Centraal","Treinstoring Schiphol","beperkingen op last van de brandweer",2012-02-19 08:42:00,"0","12"
"Schiphol Airport","Zaandam","Treinstoring Schiphol","beperkingen op last van de brandweer",2012-02-19 08:42:00,"0","12"
"Alkmaar","Den Helder","Treinstoring Haarlem-Den Helder","beperkingen op last van de politie",2012-02-18 19:26:00,"1","6"
"Alkmaar","Hoorn","Treinstoring Haarlem-Den Helder","beperkingen op last van de politie",2012-02-18 19:26:00,"1","6"
"Dordrecht","Rotterdam Centraal","Treinstoring Rotterdam C-Dordrecht","stroomstoring",2012-02-18 14:26:00,"1","38"
"Amersfoort","Utrecht Centraal","Treinstoring Amersfoort-Utrecht Centraal","aanrijding met een persoon",2012-02-18 14:18:00,"2","18"
"Almelo","Deventer","Treinstoring Almelo-Deventer/Nijverdal","defecte trein",2012-02-18 13:48:00,"1","18"
"Almelo","Zwolle","Treinstoring Almelo-Deventer/Nijverdal","defecte trein",2012-02-18 13:48:00,"1","18"
"Groningen","Leer (Ostfriesland)","Treinstoring Groningen-Leer (Ostfr.)","defecte spoorbrug",2012-02-18 07:58:00,"2","32"
"Dordrecht","Rotterdam Centraal","Treinstoring Dordrecht-Rotterdam C","seinstoring",2012-02-18 06:26:00,"0","48"
"Eindhoven","Tilburg","Treinstoring Eindhoven-Tilburg  (sein- en overwegstoring)",NA,2012-02-17 13:40:00,"3","56"
"Dordrecht","Geldermalsen","Treinstoring Geldermalsen-Dordrecht","herstelwerkzaamheden",2012-02-16 18:48:00,"5","56"
"Nijmegen","Venlo","Treinstoring Nijmegen-Venlo","aanrijding met een persoon",2012-02-16 18:30:00,"3","4"
"Enschede","Hengelo","Treinstoring Enschede-Hengelo","wisselstoring",2012-02-15 23:12:00,"0","48"
"Arnhem","Nijmegen","Treinstoring Arnhem-Nijmegen/Utrecht Centraal","defecte trein",2012-02-15 11:36:00,"0","28"
"Arnhem","Utrecht Centraal","Treinstoring Arnhem-Nijmegen/Utrecht Centraal","defecte trein",2012-02-15 11:36:00,"0","28"
"Roermond","Venlo","Treinstoring Roermond-Venlo","gestrande trein",2012-02-15 08:20:00,"0","8"
"Groningen","Roodeschool","Treinstoring Groningen-Roodeschool","stroomstoring",2012-02-15 07:38:00,"1","42"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Hilversum","uitloop van werkzaamheden",2012-02-15 05:28:00,"0","36"
"Amersfoort","Amsterdam Centraal","Treinstoring Hilversum","uitloop van werkzaamheden",2012-02-15 05:28:00,"0","36"
"Amersfoort","Schiphol Airport","Treinstoring Hilversum","uitloop van werkzaamheden",2012-02-15 05:28:00,"0","36"
"Hilversum","Utrecht Centraal","Treinstoring Hilversum","uitloop van werkzaamheden",2012-02-15 05:28:00,"0","36"
"Amersfoort","Amsterdam Centraal","Treinstoring Hilversum-Amsterdam C","seinstoring",2012-02-14 20:54:00,"0","34"
"Amersfoort","Schiphol Airport","Treinstoring Amersfoort-Schiphol","seinstoring",2012-02-14 20:50:00,"0","38"
"Haarlem","Leiden Centraal","Treinstoring Haarlem-Leiden Centraal","wisselstoring",2012-02-14 17:38:00,"0","58"
"Apeldoorn","Deventer","Treinstoring Deventer-Amersfoort","wisselstoring",2012-02-14 17:04:00,"1","16"
"'s-Hertogenbosch","Nijmegen","Treinstoring 's-Hertogenbosch-Nijmegen","beperkingen op last van de brandweer",2012-02-13 23:10:00,"0","22"
"Haarlem","Leiden Centraal","Treinstoring Leiden Centraal-Haarlem","inzet van hulpdiensten",2012-02-13 19:06:00,"1","2"
