"origin","destination","storing","cause","date","dur_hours","dur_minutes"
"Leiden Centraal","Utrecht Centraal","Treinstoring Leiden Centraal-Utrecht Centraal","defecte spoorbrug",2012-02-13 14:04:00,"1","42"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Lelystad C-Amsterdam C/Schiphol","stroomstoring",2012-02-13 13:52:00,"3","14"
"Lelystad Centrum","Schiphol Airport","Treinstoring Lelystad C-Amsterdam C/Schiphol","stroomstoring",2012-02-13 13:52:00,"3","14"
"Amersfoort","Ede-Wageningen","Treinstoring Amersfoort-Ede-Wageningen","seinstoring",2012-02-13 05:22:00,"1","4"
"Den Haag HS","Rotterdam Centraal","Treinstoring Rotterdam C-Den Haag HS","aanrijding met een persoon",2012-02-12 16:18:00,"1","54"
"Amsterdam Centraal","Haarlem","Treinstoring Amsterdam C-Haarlem","aanrijding met een persoon",2012-02-12 10:34:00,"2","0"
"Eindhoven","Roermond","Treinstoring Eindhoven-Maastricht","brandmelding",2012-02-11 21:22:00,"0","42"
"Maastricht","Sittard","Treinstoring Eindhoven-Maastricht","brandmelding",2012-02-11 21:22:00,"0","42"
"Roermond","Sittard","Treinstoring Eindhoven-Maastricht","brandmelding",2012-02-11 21:22:00,"0","42"
"Alkmaar","Amsterdam Centraal","Treinstoring Amsterdam C-Alkmaar/Uitgeest","wisselstoring",2012-02-11 11:40:00,"1","18"
"Haarlem","Uitgeest","Treinstoring Amsterdam C-Alkmaar/Uitgeest","wisselstoring",2012-02-11 11:40:00,"1","18"
"Dordrecht","Geldermalsen","Treinstoring Geldermalsen-Dordrecht","defect materieel",2012-02-11 09:26:00,"10","38"
"Breda","Dordrecht","Treinstoring Breda-Dordrecht","wisselstoring",2012-02-11 08:26:00,"2","6"
"Amersfoort","Utrecht Centraal","Treinstoring Zwolle-Utrecht Centraal  (sein- en overwegstoring)",NA,2012-02-11 08:08:00,"1","12"
"Amersfoort","Zwolle","Treinstoring Zwolle-Utrecht Centraal  (sein- en overwegstoring)",NA,2012-02-11 08:08:00,"1","12"
"Eindhoven","Venlo","Treinstoring Eindhoven-Venlo","politieonderzoek",2012-02-11 07:44:00,"1","50"
"Breda","Dordrecht","Treinstoring Dordrecht","wisselstoring",2012-02-10 20:12:00,"2","52"
"Dordrecht","Geldermalsen","Treinstoring Dordrecht","wisselstoring",2012-02-10 20:12:00,"2","52"
"Dordrecht","Roosendaal","Treinstoring Dordrecht","wisselstoring",2012-02-10 20:12:00,"2","52"
"Dordrecht","Rotterdam Centraal","Treinstoring Dordrecht","wisselstoring",2012-02-10 20:12:00,"2","52"
"Almelo","Deventer","Treinstoring Deventer-Almelo","overwegstoring",2012-02-10 19:16:00,"5","56"
"Enkhuizen","Hoorn","Treinstoring Enkhuizen-Alkmaar/Amsterdam C/Schiphol","defecte trein",2012-02-10 19:04:00,"1","10"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Den Haag C/Rotterdam C","defecte trein",2012-02-10 15:10:00,"0","48"
"Arnhem","Frankfurt (M) Hbf","Treinstoring Arnhem-Winterswijk","wisselstoring",2012-02-10 13:36:00,"1","14"
"Arnhem","Winterswijk","Treinstoring Arnhem-Winterswijk","wisselstoring",2012-02-10 13:36:00,"1","14"
"Amersfoort","Apeldoorn","Treinstoring Amersfoort-Deventer","defecte trein",2012-02-10 10:02:00,"1","36"
"Arnhem","Nijmegen","Treinstoring Nijmegen-Arnhem","defecte trein",2012-02-10 08:16:00,"0","50"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Den Haag C-Utrecht Centraal","defecte trein",2012-02-10 07:14:00,"0","10"
"Amersfoort","Apeldoorn","Treinstoring Amersfoort-Deventer","wisselstoring",2012-02-10 06:46:00,"1","16"
"Apeldoorn","Deventer","Treinstoring Amersfoort-Deventer","wisselstoring",2012-02-10 06:46:00,"1","16"
"Amersfoort","Ede-Wageningen","Treinstoring Ede-Wageningen-Amersfoort","wisselstoring",2012-02-10 06:46:00,"1","16"
"Baarn","Utrecht Centraal","Treinstoring Utrecht Centraal-Baarn","aanrijding",2012-02-10 06:08:00,"1","34"
"Breda","Tilburg","Treinstoring Breda-Tilburg","defecte trein",NA,"0","12"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Den Haag C-Utrecht Centraal","defecte trein",NA,"0","32"
"Arnhem","Utrecht Centraal","Treinstoring Arnhem-Utrecht Centraal","wisselstoring",NA,"1","36"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol-Amsterdam C/Hilversum/Lelystad C/Utrecht Centraal","defect spoor",NA,"2","28"
"Leiden Centraal","Schiphol Airport","Treinstoring Schiphol-Amsterdam C/Hilversum/Lelystad C/Utrecht Centraal","defect spoor",NA,"2","28"
"Lelystad Centrum","Schiphol Airport","Treinstoring Schiphol-Amsterdam C/Hilversum/Lelystad C/Utrecht Centraal","defect spoor",NA,"2","28"
"Leiden Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Leiden Centraal","beperkingen op last van de brandweer",NA,"1","0"
"Den Haag Centraal","Leiden Centraal","Treinstoring Leiden Centraal-Den Haag C/Den Haag HS","beperkingen op last van de brandweer",NA,"0","54"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Den Haag C","defecte bovenleiding",NA,"9","54"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Rotterdam C","defecte bovenleiding",NA,"9","54"
"Amersfoort","Ede-Wageningen","Treinstoring Ede-Wageningen-Amersfoort","defecte trein",NA,"0","32"
"Dordrecht","Geldermalsen","Treinstoring Geldermalsen-Dordrecht","diverse oorzaken",NA,"1","28"
"Delfzijl","Groningen","Treinstoring Groningen-Delfzijl","seinstoring",NA,"2","24"
"Winterswijk","Zutphen","Treinstoring Winterswijk-Zutphen","seinstoring",NA,"3","48"
"Amersfoort","Apeldoorn","Treinstoring Amersfoort-Deventer","wisselstoring",NA,"1","14"
"Apeldoorn","Deventer","Treinstoring Amersfoort-Deventer","wisselstoring",NA,"1","14"
"Arnhem","Utrecht Centraal","Treinstoring Arnhem-Utrecht Centraal","defecte trein",NA,"3","20"
"'s-Hertogenbosch","Eindhoven","Treinstoring Schiphol-Eindhoven","wisselstoring",NA,"3","46"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring Schiphol-Eindhoven","wisselstoring",NA,"3","46"
"Schiphol Airport","Utrecht Centraal","Treinstoring Schiphol-Eindhoven","wisselstoring",NA,"3","46"
"Haarlem","Uitgeest","Treinstoring Haarlem-Hoorn","wisselstoring",NA,"1","14"
"Winterswijk","Zutphen","Treinstoring Winterswijk-Zutphen","seinstoring",NA,"2","18"
"'s-Hertogenbosch","Eindhoven","Treinstoring 's-Hertogenbosch","diverse oorzaken",NA,"3","16"
"'s-Hertogenbosch","Nijmegen","Treinstoring 's-Hertogenbosch","diverse oorzaken",NA,"3","16"
"'s-Hertogenbosch","Tilburg","Treinstoring 's-Hertogenbosch","diverse oorzaken",NA,"3","16"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring 's-Hertogenbosch","diverse oorzaken",NA,"3","16"
"Rhenen","Utrecht Centraal","Treinstoring Rhenen-Utrecht Centraal","wisselstoring",NA,"3","32"
"Amersfoort","Ede-Wageningen","Treinstoring Ede-Wageningen-Amersfoort","wisselstoring",NA,"1","10"
"Enschede","Hengelo","Treinstoring Enschede-Hengelo","seinstoring",NA,"1","34"
"Amsterdam Centraal","Woerden","Treinstoring Utrecht Centraal-Den Haag C/Rotterdam C","defecte bovenleiding",NA,"5","26"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Den Haag C/Rotterdam C","defecte bovenleiding",NA,"5","26"
"Leiden Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Den Haag C/Rotterdam C","defecte bovenleiding",NA,"5","26"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Den Haag C/Rotterdam C","defecte bovenleiding",NA,"5","26"
"Rhenen","Utrecht Centraal","Treinstoring Utrecht Centraal-Rhenen","defecte trein",NA,"1","46"
"Arnhem","Utrecht Centraal","Treinstoring Utrecht Centraal-Arnhem","defecte trein",NA,"1","58"
"Arnhem","Winterswijk","Treinstoring Winterswijk-Arnhem","overwegstoring",NA,"2","52"
"Winterswijk","Zutphen","Treinstoring Winterswijk-Zutphen","seinstoring",NA,"3","46"
"Eindhoven","Roermond","Treinstoring Roermond-Eindhoven","defect aan het spoor",NA,"0","58"
"Apeldoorn","Zutphen","Treinstoring Zutphen-Apeldoorn","defect materieel",NA,"0","34"
"Dordrecht","Geldermalsen","Treinstoring Geldermalsen-Dordrecht","defect materieel",NA,"2","16"
"Groningen","Bad Nieuweschans","Treinstoring Groningen-Leer (Ostfr.)/Veendam","beperkingen op last van de brandweer",NA,"3","10"
"Groningen","Leer (Ostfriesland)","Treinstoring Groningen-Leer (Ostfr.)/Veendam","beperkingen op last van de brandweer",NA,"3","10"
"Groningen","Veendam","Treinstoring Groningen-Leer (Ostfr.)/Veendam","beperkingen op last van de brandweer",NA,"3","10"
"Amersfoort","Apeldoorn","Treinstoring Apeldoorn-Amersfoort","wisselstoring",NA,"0","42"
"Amersfoort","Ede-Wageningen","Treinstoring Ede-Wageningen-Amersfoort","wisselstoring",NA,"0","44"
"Arnhem","Tiel","Treinstoring Tiel-Arnhem","aanrijding",NA,"1","24"
"Arnhem","Nijmegen","Treinstoring Nijmegen-Arnhem","aanrijding",NA,"1","30"
"Dordrecht","Geldermalsen","Treinstoring Geldermalsen-Dordrecht","te hoog opgelopen vertraging",NA,"3","38"
"Enschede","Hengelo","Treinstoring Hengelo-Enschede","wisselstoring",NA,"1","32"
NA,NA,"Treinstoring Vanaf woensdag normale dienstregeling","Aangepaste dienstregeling",NA,"204","27"
"Dordrecht","Geldermalsen","Treinstoring Geldermalsen-Dordrecht","seinstoring",NA,"1","4"
"Arnhem","Utrecht Centraal","Treinstoring Arnhem-Utrecht Centraal","wisselstoring",NA,"1","30"
"Eindhoven","Tilburg","Treinstoring Tilburg-Eindhoven","wisselstoring",NA,"1","38"
"Winterswijk","Zutphen","Treinstoring Winterswijk-Zutphen","seinstoring",NA,"2","49"
"Delfzijl","Groningen","Treinstoring Groningen-Delfzijl/Roodeschool","aanrijding met een persoon",NA,"2","2"
"Groningen","Roodeschool","Treinstoring Groningen-Delfzijl/Roodeschool","aanrijding met een persoon",NA,"2","2"
"Amersfoort","Utrecht Centraal","Treinstoring Utrecht Centraal-Amersfoort","defecte overweg",NA,"2","20"
NA,NA,"Treinstoring Aangepaste dienstregeling  (Let op: )",NA,NA,"0","2"
"Rhenen","Utrecht Centraal","Treinstoring Rhenen-Utrecht Centraal","weersomstandigheden",NA,"12","2"
"'s-Hertogenbosch","Nijmegen","Treinstoring Nijmegen-'s-Hertogenbosch","wisselstoring",NA,"2","0"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C-Rotterdam C","diverse oorzaken",NA,"4","12"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C-Rotterdam C","diverse oorzaken",NA,"4","12"
"Amsterdam Centraal","Woerden","Treinstoring Dordrecht-Amsterdam C","diverse oorzaken",NA,"4","22"
"Dordrecht","Rotterdam Centraal","Treinstoring Dordrecht-Amsterdam C","diverse oorzaken",NA,"4","22"
"Alkmaar","Amsterdam Centraal","Treinstoring Amsterdam C-Alkmaar/Uitgeest","diverse oorzaken",NA,"4","26"
"'s-Hertogenbosch","Tilburg","Treinstoring Tilburg","defecte trein",NA,"2","40"
"Breda","Tilburg","Treinstoring Tilburg","defecte trein",NA,"2","40"
"Eindhoven","Tilburg","Treinstoring Tilburg","defecte trein",NA,"2","40"
"'s-Hertogenbosch","Eindhoven","Treinstoring 's-Hertogenbosch","defecte trein",NA,"2","40"
"'s-Hertogenbosch","Nijmegen","Treinstoring 's-Hertogenbosch","defecte trein",NA,"2","40"
"'s-Hertogenbosch","Tilburg","Treinstoring 's-Hertogenbosch","defecte trein",NA,"2","40"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring 's-Hertogenbosch","defecte trein",NA,"2","40"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Hilversum-Lelystad C","wisselstoring",NA,"1","52"
NA,NA,"Treinstoring Hinder door het winterse weer","Winterse weer",NA,"0","2"
"'s-Hertogenbosch","Eindhoven","Treinstoring Eindhoven","defecte trein",NA,"6","4"
"Eindhoven","Roermond","Treinstoring Eindhoven","defecte trein",NA,"6","4"
"Eindhoven","Tilburg","Treinstoring Eindhoven","defecte trein",NA,"6","4"
"Eindhoven","Venlo","Treinstoring Eindhoven","defecte trein",NA,"6","4"
"'s-Hertogenbosch","Tilburg","Treinstoring Tilburg","defecte trein",NA,"3","22"
"Breda","Tilburg","Treinstoring Tilburg","defecte trein",NA,"3","22"
"Eindhoven","Tilburg","Treinstoring Tilburg","defecte trein",NA,"3","22"
"'s-Hertogenbosch","Eindhoven","Treinstoring 's-Hertogenbosch","defecte trein",NA,"3","26"
"'s-Hertogenbosch","Nijmegen","Treinstoring 's-Hertogenbosch","defecte trein",NA,"3","26"
"'s-Hertogenbosch","Tilburg","Treinstoring 's-Hertogenbosch","defecte trein",NA,"3","26"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring 's-Hertogenbosch","defecte trein",NA,"3","26"
"Dordrecht","Roosendaal","Treinstoring Roosendaal-Dordrecht","defecte bovenleiding",NA,"38","24"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring Utrecht Centraal","wisselstoring",NA,"15","44"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Utrecht Centraal","wisselstoring",NA,"15","44"
"Amersfoort","Utrecht Centraal","Treinstoring Utrecht Centraal","wisselstoring",NA,"15","44"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal","wisselstoring",NA,"15","44"
"Arnhem","Utrecht Centraal","Treinstoring Utrecht Centraal","wisselstoring",NA,"15","44"
"Baarn","Utrecht Centraal","Treinstoring Utrecht Centraal","wisselstoring",NA,"15","44"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal","wisselstoring",NA,"15","44"
"Hilversum","Utrecht Centraal","Treinstoring Utrecht Centraal","wisselstoring",NA,"15","44"
"Leiden Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal","wisselstoring",NA,"15","44"
"Rhenen","Utrecht Centraal","Treinstoring Utrecht Centraal","wisselstoring",NA,"15","44"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal","wisselstoring",NA,"15","44"
"Schiphol Airport","Utrecht Centraal","Treinstoring Utrecht Centraal","wisselstoring",NA,"15","44"
"Tiel","Utrecht Centraal","Treinstoring Utrecht Centraal","wisselstoring",NA,"15","44"
"Utrecht Centraal","Utrecht Maliebaan","Treinstoring Utrecht Centraal","wisselstoring",NA,"15","44"
"Alkmaar","Amsterdam Centraal","Treinstoring Amsterdam C","wisselstoring",NA,"10","58"
"Amersfoort","Amsterdam Centraal","Treinstoring Amsterdam C","wisselstoring",NA,"10","58"
"Amsterdam Centraal","Haarlem","Treinstoring Amsterdam C","wisselstoring",NA,"10","58"
"Amsterdam Centraal","Hoorn","Treinstoring Amsterdam C","wisselstoring",NA,"10","58"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Amsterdam C","wisselstoring",NA,"10","58"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C","wisselstoring",NA,"10","58"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Amsterdam C","wisselstoring",NA,"10","58"
"Amsterdam Centraal","Woerden","Treinstoring Amsterdam C","wisselstoring",NA,"10","58"
"Den Haag Centraal","Den Haag HS","Treinstoring Den Haag C","wisselstoring",NA,"11","12"
"Den Haag Centraal","Leiden Centraal","Treinstoring Den Haag C","wisselstoring",NA,"11","12"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Den Haag C","wisselstoring",NA,"11","12"
"Alkmaar","Amsterdam Centraal","Treinstoring Alkmaar","wisselstoring",NA,"11","10"
"Alkmaar","Den Helder","Treinstoring Alkmaar","wisselstoring",NA,"11","10"
"Alkmaar","Hoorn","Treinstoring Alkmaar","wisselstoring",NA,"11","10"
"Breda","Dordrecht","Treinstoring Dordrecht","wisselstoring",NA,"7","54"
"Dordrecht","Geldermalsen","Treinstoring Dordrecht","wisselstoring",NA,"7","54"
"Dordrecht","Roosendaal","Treinstoring Dordrecht","wisselstoring",NA,"7","54"
"Dordrecht","Rotterdam Centraal","Treinstoring Dordrecht","wisselstoring",NA,"7","54"
"HSLBreda","Rotterdam Centraal","Treinstoring Rotterdam C","wisselstoring",NA,"11","14"
"HSLBrussel-Zuid/Midi","Rotterdam Centraal","Treinstoring Rotterdam C","wisselstoring",NA,"11","14"
"HSLParis-Nord","Rotterdam Centraal","Treinstoring Rotterdam C","wisselstoring",NA,"11","14"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Rotterdam C","wisselstoring",NA,"11","14"
"Den Haag HS","Rotterdam Centraal","Treinstoring Rotterdam C","wisselstoring",NA,"11","14"
"Dordrecht","Rotterdam Centraal","Treinstoring Rotterdam C","wisselstoring",NA,"11","14"
"Hoek van Holland Strand","Rotterdam Centraal","Treinstoring Rotterdam C","wisselstoring",NA,"11","14"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Rotterdam C","wisselstoring",NA,"11","14"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Lelystad C-Amsterdam C/Schiphol","stroomstoring",NA,"0","50"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Lelystad C-Amsterdam C/Schiphol","stroomstoring",NA,"0","50"
"Lelystad Centrum","Schiphol Airport","Treinstoring Lelystad C-Amsterdam C/Schiphol","stroomstoring",NA,"0","50"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Den Haag C","wisselstoring",NA,"0","52"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal-Rotterdam C","wisselstoring",NA,"0","56"
"'s-Hertogenbosch","Eindhoven","Treinstoring Eindhoven-'s-Hertogenbosch/Tilburg","wisselstoring",NA,"1","32"
"Eindhoven","Tilburg","Treinstoring Eindhoven-'s-Hertogenbosch/Tilburg","wisselstoring",NA,"1","32"
"Alphen a/d Rijn","Gouda","Treinstoring Alphen a/d Rijn-Gouda","wisselstoring",NA,"1","46"
"Dordrecht","Geldermalsen","Treinstoring Dordrecht-Geldermalsen","seinstoring",NA,"1","50"
"Dordrecht","Geldermalsen","Treinstoring Geldermalsen-Dordrecht","seinstoring",NA,"2","14"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Schiphol-Rotterdam C","wisselstoring",NA,"3","0"
"Arnhem","Utrecht Centraal","Treinstoring Utrecht Centraal-Arnhem","wisselstoring",NA,"1","32"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring Utrecht Centraal","weersomstandigheden",NA,"6","30"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Utrecht Centraal","weersomstandigheden",NA,"6","30"
"Amersfoort","Utrecht Centraal","Treinstoring Utrecht Centraal","weersomstandigheden",NA,"6","30"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal","weersomstandigheden",NA,"6","30"
"Arnhem","Utrecht Centraal","Treinstoring Utrecht Centraal","weersomstandigheden",NA,"6","30"
"Baarn","Utrecht Centraal","Treinstoring Utrecht Centraal","weersomstandigheden",NA,"6","30"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal","weersomstandigheden",NA,"6","30"
"Hilversum","Utrecht Centraal","Treinstoring Utrecht Centraal","weersomstandigheden",NA,"6","30"
"Leiden Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal","weersomstandigheden",NA,"6","30"
"Rhenen","Utrecht Centraal","Treinstoring Utrecht Centraal","weersomstandigheden",NA,"6","30"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Utrecht Centraal","weersomstandigheden",NA,"6","30"
"Schiphol Airport","Utrecht Centraal","Treinstoring Utrecht Centraal","weersomstandigheden",NA,"6","30"
"Tiel","Utrecht Centraal","Treinstoring Utrecht Centraal","weersomstandigheden",NA,"6","30"
"Utrecht Centraal","Utrecht Maliebaan","Treinstoring Utrecht Centraal","weersomstandigheden",NA,"6","30"
"Alkmaar","Amsterdam Centraal","Treinstoring Alkmaar","weersomstandigheden",NA,"6","34"
"Alkmaar","Den Helder","Treinstoring Alkmaar","weersomstandigheden",NA,"6","34"
"Alkmaar","Hoorn","Treinstoring Alkmaar","weersomstandigheden",NA,"6","34"
"Alkmaar","Amsterdam Centraal","Treinstoring Amsterdam C","weersomstandigheden",NA,"5","52"
"Amersfoort","Amsterdam Centraal","Treinstoring Amsterdam C","weersomstandigheden",NA,"5","52"
"Amsterdam Centraal","Haarlem","Treinstoring Amsterdam C","weersomstandigheden",NA,"5","52"
"Amsterdam Centraal","Hoorn","Treinstoring Amsterdam C","weersomstandigheden",NA,"5","52"
"Amsterdam Centraal","Lelystad Centrum","Treinstoring Amsterdam C","weersomstandigheden",NA,"5","52"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C","weersomstandigheden",NA,"5","52"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Amsterdam C","weersomstandigheden",NA,"5","52"
"Amsterdam Centraal","Woerden","Treinstoring Amsterdam C","weersomstandigheden",NA,"5","52"
"Amersfoort","Amsterdam Centraal","Treinstoring Amersfoort","weersomstandigheden",NA,"6","40"
"Amersfoort","Apeldoorn","Treinstoring Amersfoort","weersomstandigheden",NA,"6","40"
"Amersfoort","Ede-Wageningen","Treinstoring Amersfoort","weersomstandigheden",NA,"6","40"
"Amersfoort","Schiphol Airport","Treinstoring Amersfoort","weersomstandigheden",NA,"6","40"
"Amersfoort","Utrecht Centraal","Treinstoring Amersfoort","weersomstandigheden",NA,"6","40"
